0.00000000e+00 3.96265844e-17 -3.18485844e-17 2.93043915e-01 1.13592892e-16 4.99978398e-17 -1.40037237e-16 1.00000000e+00 -1.78320003e-02 5.04408789e-01 -1.04779279e+00 1.78320003e-02 5.04408789e-01 -1.04779279e+00 -1.78320003e-02 -5.04408789e-01 1.04779279e+00 1.78320003e-02 -5.04408789e-01 1.04779279e+00
1.00000000e+00 3.96265844e-17 -3.18485844e-17 2.93043915e-01 1.13592892e-16 4.99978398e-17 -1.40037237e-16 1.00000000e+00 -1.78320003e-02 5.04408789e-01 -1.04779279e+00 1.78320003e-02 5.04408789e-01 -1.04779279e+00 -1.78320003e-02 -5.04408789e-01 1.04779279e+00 1.78320003e-02 -5.04408789e-01 1.04779279e+00
2.00000000e+00 3.96265844e-17 -3.18485844e-17 2.93043915e-01 1.13592892e-16 4.99978398e-17 -1.40037237e-16 1.00000000e+00 -1.78320003e-02 5.04408789e-01 -1.04779279e+00 1.78320003e-02 5.04408789e-01 -1.04779279e+00 -1.78320003e-02 -5.04408789e-01 1.04779279e+00 1.78320003e-02 -5.04408789e-01 1.04779279e+00
3.00000000e+00 3.96265844e-17 -3.18485844e-17 2.93043915e-01 1.13592892e-16 4.99978398e-17 -1.40037237e-16 1.00000000e+00 -1.78320003e-02 5.04408789e-01 -1.04779279e+00 1.78320003e-02 5.04408789e-01 -1.04779279e+00 -1.78320003e-02 -5.04408789e-01 1.04779279e+00 1.78320003e-02 -5.04408789e-01 1.04779279e+00
4.00000000e+00 3.96265844e-17 -3.18485844e-17 2.93043915e-01 1.13592892e-16 4.99978398e-17 -1.40037237e-16 1.00000000e+00 -1.78320003e-02 5.04408789e-01 -1.04779279e+00 1.78320003e-02 5.04408789e-01 -1.04779279e+00 -1.78320003e-02 -5.04408789e-01 1.04779279e+00 1.78320003e-02 -5.04408789e-01 1.04779279e+00
5.00000000e+00 3.96265844e-17 -3.18485844e-17 2.93043915e-01 1.13592892e-16 4.99978398e-17 -1.40037237e-16 1.00000000e+00 -1.78320003e-02 5.04408789e-01 -1.04779279e+00 1.78320003e-02 5.04408789e-01 -1.04779279e+00 -1.78320003e-02 -5.04408789e-01 1.04779279e+00 1.78320003e-02 -5.04408789e-01 1.04779279e+00
6.00000000e+00 3.96265844e-17 -3.18485844e-17 2.93043915e-01 1.13592892e-16 4.99978398e-17 -1.40037237e-16 1.00000000e+00 -1.78320003e-02 5.04408789e-01 -1.04779279e+00 1.78320003e-02 5.04408789e-01 -1.04779279e+00 -1.78320003e-02 -5.04408789e-01 1.04779279e+00 1.78320003e-02 -5.04408789e-01 1.04779279e+00
7.00000000e+00 3.96265844e-17 -3.18485844e-17 2.93043915e-01 1.13592892e-16 4.99978398e-17 -1.40037237e-16 1.00000000e+00 -1.78320003e-02 5.04408789e-01 -1.04779279e+00 1.78320003e-02 5.04408789e-01 -1.04779279e+00 -1.78320003e-02 -5.04408789e-01 1.04779279e+00 1.78320003e-02 -5.04408789e-01 1.04779279e+00
8.00000000e+00 3.96265844e-17 -3.18485844e-17 2.93043915e-01 1.13592892e-16 4.99978398e-17 -1.40037237e-16 1.00000000e+00 -1.78320003e-02 5.04408789e-01 -1.04779279e+00 1.78320003e-02 5.04408789e-01 -1.04779279e+00 -1.78320003e-02 -5.04408789e-01 1.04779279e+00 1.78320003e-02 -5.04408789e-01 1.04779279e+00
9.00000000e+00 3.96265844e-17 -3.18485844e-17 2.93043915e-01 1.13592892e-16 4.99978398e-17 -1.40037237e-16 1.00000000e+00 -1.78320003e-02 5.04408789e-01 -1.04779279e+00 1.78320003e-02 5.04408789e-01 -1.04779279e+00 -1.78320003e-02 -5.04408789e-01 1.04779279e+00 1.78320003e-02 -5.04408789e-01 1.04779279e+00
