0.000000000000000000e+00 2.233244594502027420e-04 1.069150663731573062e-09 5.807956100422084819e-08 9.999999750630909068e-01
1.000000000000000000e+00 2.233244594502027420e-04 1.069150663731573062e-09 5.807956100422084819e-08 9.999999750630909068e-01
2.000000000000000000e+00 2.233244594502027420e-04 1.069150663731573062e-09 5.807956100422084819e-08 9.999999750630909068e-01
3.000000000000000000e+00 2.233244594502027420e-04 1.069150663731573062e-09 5.807956100422084819e-08 9.999999750630909068e-01
4.000000000000000000e+00 2.233244594502027420e-04 1.069150663731573062e-09 5.807956100422084819e-08 9.999999750630909068e-01
5.000000000000000000e+00 2.233244594502027420e-04 1.069150663731573062e-09 5.807956100422084819e-08 9.999999750630909068e-01
6.000000000000000000e+00 2.233244594502027420e-04 1.069150663731573062e-09 5.807956100422084819e-08 9.999999750630909068e-01
7.000000000000000000e+00 2.233244594502027420e-04 1.069150663731573062e-09 5.807956100422084819e-08 9.999999750630909068e-01
8.000000000000000000e+00 2.233244594502027420e-04 1.069150663731573062e-09 5.807956100422084819e-08 9.999999750630909068e-01
9.000000000000000000e+00 2.233244594502027420e-04 1.069150663731573062e-09 5.807956100422084819e-08 9.999999750630909068e-01
1.000000000000000000e+01 2.233244594502027420e-04 1.069150663731573062e-09 5.807956100422084819e-08 9.999999750630909068e-01
1.100000000000000000e+01 2.232949513565187579e-04 1.044355188168629958e-09 5.701497485268122399e-08 9.999999750696765277e-01
1.200000000000000000e+01 2.232654432628347738e-04 1.019559712605686855e-09 5.595038870114159980e-08 9.999999750762620376e-01
1.300000000000000000e+01 2.232359351691507897e-04 9.947642370427437516e-10 5.488580254960197560e-08 9.999999750828476586e-01
1.400000000000000000e+01 2.232064270754668055e-04 9.699687614798004415e-10 5.382121639806234479e-08 9.999999750894331685e-01
1.500000000000000000e+01 2.231769189817828486e-04 9.451732859168573381e-10 5.275663024652272059e-08 9.999999750960187894e-01
1.600000000000000000e+01 2.231474108880988644e-04 9.203778103539142347e-10 5.169204409498309639e-08 9.999999751026044104e-01
1.700000000000000000e+01 2.231179027944148803e-04 8.955823347909711313e-10 5.062745794344346558e-08 9.999999751091899203e-01
1.800000000000000000e+01 2.230883947007308962e-04 8.707868592280280279e-10 4.956287179190384800e-08 9.999999751157755412e-01
1.900000000000000000e+01 2.230588866070469121e-04 8.459913836650849245e-10 4.849828564036421719e-08 9.999999751223610511e-01
2.000000000000000000e+01 2.230293785133629280e-04 8.211959081021417177e-10 4.743369948882459299e-08 9.999999751289466721e-01
2.100000000000000000e+01 2.230131911812879917e-04 7.774102451622553671e-10 4.564126920167845334e-08 9.999999751325556741e-01
2.200000000000000000e+01 2.229970038492130554e-04 7.336245822223691200e-10 4.384883891453231369e-08 9.999999751361646760e-01
2.300000000000000000e+01 2.229808165171381191e-04 6.898389192824826660e-10 4.205640862738617403e-08 9.999999751397736780e-01
2.400000000000000000e+01 2.229646291850631828e-04 6.460532563425963154e-10 4.026397834024002776e-08 9.999999751433826800e-01
2.500000000000000000e+01 2.229484418529882194e-04 6.022675934027098615e-10 3.847154805309388150e-08 9.999999751469917930e-01
2.600000000000000000e+01 2.229322545209132830e-04 5.584819304628237177e-10 3.667911776594774846e-08 9.999999751506007950e-01
2.700000000000000000e+01 2.229160671888383467e-04 5.146962675229372638e-10 3.488668747880160219e-08 9.999999751542097970e-01
2.800000000000000000e+01 2.228998798567634104e-04 4.709106045830508098e-10 3.309425719165546254e-08 9.999999751578187990e-01
2.900000000000000000e+01 2.228836925246884741e-04 4.271249416431644592e-10 3.130182690450932289e-08 9.999999751614278010e-01
3.000000000000000000e+01 2.228675051926135378e-04 3.833392787032782121e-10 2.950939661736318323e-08 9.999999751650368029e-01
3.100000000000000000e+01 2.228513853285463717e-04 3.260157071258222482e-10 2.721476738419504132e-08 9.999999751686281524e-01
3.200000000000000000e+01 2.228352654644791785e-04 2.686921355483663361e-10 2.492013815102689941e-08 9.999999751722195018e-01
3.300000000000000000e+01 2.228191456004120123e-04 2.113685639709103723e-10 2.262550891785875418e-08 9.999999751758107402e-01
3.400000000000000000e+01 2.228030257363448462e-04 1.540449923934544343e-10 2.033087968469061227e-08 9.999999751794020897e-01
3.500000000000000000e+01 2.227869058722776530e-04 9.672142081599849630e-11 1.803625045152247035e-08 9.999999751829934391e-01
3.600000000000000000e+01 2.227707860082104869e-04 3.939784923854294606e-11 1.574162121835434168e-08 9.999999751865847886e-01
3.700000000000000000e+01 2.227546661441433208e-04 -1.792572233891301777e-11 1.344699198518619976e-08 9.999999751901761380e-01
3.800000000000000000e+01 2.227385462800761547e-04 -7.524929391636892990e-11 1.115236275201805785e-08 9.999999751937673764e-01
3.900000000000000000e+01 2.227224264160089615e-04 -1.325728654938248937e-10 8.857733518849912624e-09 9.999999751973587259e-01
4.000000000000000000e+01 2.227063065519417954e-04 -1.898964370712808059e-10 6.563104285681769056e-09 9.999999752009500753e-01
