0.000000000000000000e+00 1.514979701085294810e-04 1.624103641708869714e-07 -2.161997731776337604e-06 9.999999885218321394e-01
1.000000000000000000e+00 1.514979701085294810e-04 1.624103641708869714e-07 -2.161997731776337604e-06 9.999999885218321394e-01
2.000000000000000000e+00 1.514979701085294810e-04 1.624103641708869714e-07 -2.161997731776337604e-06 9.999999885218321394e-01
3.000000000000000000e+00 1.514979701085294810e-04 1.624103641708869714e-07 -2.161997731776337604e-06 9.999999885218321394e-01
4.000000000000000000e+00 1.514979701085294810e-04 1.624103641708869714e-07 -2.161997731776337604e-06 9.999999885218321394e-01
5.000000000000000000e+00 1.514979701085294810e-04 1.624103641708869714e-07 -2.161997731776337604e-06 9.999999885218321394e-01
6.000000000000000000e+00 1.514979701085294810e-04 1.624103641708869714e-07 -2.161997731776337604e-06 9.999999885218321394e-01
7.000000000000000000e+00 1.514979701085294810e-04 1.624103641708869714e-07 -2.161997731776337604e-06 9.999999885218321394e-01
8.000000000000000000e+00 1.514979701085294810e-04 1.624103641708869714e-07 -2.161997731776337604e-06 9.999999885218321394e-01
9.000000000000000000e+00 1.514979701085294810e-04 1.624103641708869714e-07 -2.161997731776337604e-06 9.999999885218321394e-01
1.000000000000000000e+01 1.514979701085294810e-04 1.624103641708869714e-07 -2.161997731776337604e-06 9.999999885218321394e-01
1.100000000000000000e+01 1.511620435156408389e-04 1.621711316988780990e-07 -2.149454915795482478e-06 9.999999885721864157e-01
1.200000000000000000e+01 1.508261169227521968e-04 1.619318992268692265e-07 -2.136912099814627352e-06 9.999999886225408030e-01
1.300000000000000000e+01 1.504901903298635818e-04 1.616926667548603540e-07 -2.124369283833772226e-06 9.999999886728950793e-01
1.400000000000000000e+01 1.501542637369749397e-04 1.614534342828514815e-07 -2.111826467852917100e-06 9.999999887232494666e-01
1.500000000000000000e+01 1.498183371440862976e-04 1.612142018108426355e-07 -2.099283651872062398e-06 9.999999887736037429e-01
1.600000000000000000e+01 1.494824105511976555e-04 1.609749693388337630e-07 -2.086740835891207272e-06 9.999999888239581303e-01
1.700000000000000000e+01 1.491464839583090134e-04 1.607357368668248905e-07 -2.074198019910352146e-06 9.999999888743125176e-01
1.800000000000000000e+01 1.488105573654203984e-04 1.604965043948160180e-07 -2.061655203929497020e-06 9.999999889246667939e-01
1.900000000000000000e+01 1.484746307725317562e-04 1.602572719228071456e-07 -2.049112387948641894e-06 9.999999889750210702e-01
2.000000000000000000e+01 1.481387041796431141e-04 1.600180394507982731e-07 -2.036569571967786769e-06 9.999999890253754575e-01
2.100000000000000000e+01 1.475828988532973461e-04 1.596562530325938030e-07 -2.017566269996015347e-06 9.999999891062041346e-01
2.200000000000000000e+01 1.470270935269516052e-04 1.592944666143893329e-07 -1.998562968024243926e-06 9.999999891870327007e-01
2.300000000000000000e+01 1.464712882006058642e-04 1.589326801961848628e-07 -1.979559666052472505e-06 9.999999892678613778e-01
2.400000000000000000e+01 1.459154828742600962e-04 1.585708937779803927e-07 -1.960556364080701507e-06 9.999999893486900548e-01
2.500000000000000000e+01 1.453596775479143281e-04 1.582091073597759226e-07 -1.941553062108930086e-06 9.999999894295187319e-01
